id,company_name,contact_name,title,email,phone,address,city,state,state_name,zip,business_type,priority,metro_pop,pos_system,replacement_score,has_website,has_social,years_in_business,estimated_volume,source,tags,scraped_at
KS-73805,Red Kitchen on Main,Joseph Williams,Manager,info@redkitchenonmain.com,(316) 878-4847,9492 Market St,Overland Park,KS,Kansas,67008,Kitchen,B,197200,Aloha,80,True,True,2,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Overland Park,Midwest",2026-05-07T20:52:47.451955
KS-62529,Bar & Grill,Jessica Jones,Owner,info@barandgrill.com,(316) 567-3910,5844 Market St,Wichita,KS,Kansas,61453,Bar,A,397100,TouchBistro,65,True,True,2,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.451967
KS-93177,West Topeka Bistro,John Rodriguez,Manager,info@westtopekabistro.com,(316) 291-8357,9267 Park Ave,Topeka,KS,Kansas,89222,Bistro,B,126300,Revel,70,True,False,11,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Topeka,Midwest",2026-05-07T20:52:47.451987
KS-40789,Overland Park Bar,Sarah Lee,Manager,info@overlandparkbar.com,(785) 647-6556,4460 Lake St,Overland Park,KS,Kansas,27813,Bar,B,197200,Revel,70,True,True,28,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Overland Park,Midwest",2026-05-07T20:52:47.451999
KS-37061,Topeka Bistro,Susan Smith,General Manager,info@topekabistro.com,(316) 348-5436,6999 Pine St,Topeka,KS,Kansas,77734,Cafe,B,126300,Cake POS,75,True,True,19,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Topeka,Midwest",2026-05-07T20:52:47.452016
KS-88514,Cafe of Kansas City,Susan Martin,Manager,info@cafeofkansascity.com,(316) 569-1129,7906 Market St,Kansas City,KS,Kansas,51869,Cafe,B,156600,Micros,75,True,True,6,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452028
KS-34255,Kansas City Pub,Michael Jones,General Manager,info@kansascitypub.com,(785) 713-7023,4129 Chestnut St,Kansas City,KS,Kansas,47060,Restaurant,B,156600,TouchBistro,65,True,True,28,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452039
KS-32148,Kansas City Green Restaurant,Mary Jones,Owner,info@kansascitygreenresta.com,(785) 695-8967,2760 Washington St,Kansas City,KS,Kansas,40402,Restaurant,B,156600,Unknown,40,True,False,12,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452050
KS-84819,Bar Co.,Patricia Jackson,Operations Manager,info@barco..com,(620) 304-3330,1044 Market St,Wichita,KS,Kansas,33219,Bar,A,397100,Aloha,80,True,True,17,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452062
KS-38014,Taylor's Tavern,Karen Taylor,Manager,info@taylorstavern.com,(913) 296-1276,8364 Main St,Topeka,KS,Kansas,65416,Tavern,B,126300,Unknown,40,True,False,8,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Topeka,Midwest",2026-05-07T20:52:47.452083
KS-37183,Downtown Grill,Barbara Moore,General Manager,info@downtowngrill.com,(316) 534-9878,9874 Lake St,Kansas City,KS,Kansas,18207,Grill,B,156600,Revel,70,True,True,26,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452095
KS-19443,Overland Park Silver Tavern,Patricia Lee,Owner,info@overlandparksilverta.com,(620) 342-7878,7109 Market St,Overland Park,KS,Kansas,98659,Tavern,B,197200,Revel,70,True,True,12,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Overland Park,Midwest",2026-05-07T20:52:47.452108
KS-82701,Topeka Eatery,Joseph Lopez,Manager,info@topekaeatery.com,(620) 959-7477,6408 Market St,Topeka,KS,Kansas,33332,Eatery,B,126300,Lightspeed,60,True,True,33,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Topeka,Midwest",2026-05-07T20:52:47.452119
KS-77567,Kansas City Diner,Thomas Miller,General Manager,info@kansascitydiner.com,(316) 282-3968,1010 Oak St,Kansas City,KS,Kansas,14404,Diner,B,156600,Clover,75,True,True,6,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452135
KS-41828,Overland Park Pub,Thomas Wilson,Manager,info@overlandparkpub.com,(913) 363-4419,5209 River Rd,Overland Park,KS,Kansas,52539,Eatery,B,197200,Revel,70,True,False,26,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Overland Park,Midwest",2026-05-07T20:52:47.452146
KS-77787,Green Pub on Main,Richard White,Manager,info@greenpubonmain.com,(913) 400-1957,1867 Chestnut St,Wichita,KS,Kansas,88877,Pub,A,397100,Unknown,40,True,True,14,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452158
KS-90159,Cafe of Kansas City,Mary Lee,Owner,info@cafeofkansascity.com,(620) 469-6557,5093 Broadway,Kansas City,KS,Kansas,39126,Cafe,B,156600,Lightspeed,60,True,True,28,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452171
KS-88609,West Kansas City Eatery,Elizabeth Davis,Owner,info@westkansascityeatery.com,(620) 725-5297,3760 Broadway,Kansas City,KS,Kansas,26389,Eatery,B,156600,Cake POS,75,True,True,15,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452188
KS-73129,Wichita Bistro,Linda Davis,Manager,info@wichitabistro.com,(316) 752-7142,2724 Park Ave,Wichita,KS,Kansas,76483,Bistro,A,397100,Micros,75,True,True,11,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452200
KS-59519,Eatery Co.,Karen Hernandez,Operations Manager,info@eateryco..com,(785) 940-6371,7415 Broadway,Topeka,KS,Kansas,76650,Eatery,B,126300,Toast,60,True,True,12,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Topeka,Midwest",2026-05-07T20:52:47.452212
KS-88145,Topeka Pub,Charles Hernandez,General Manager,info@topekapub.com,(913) 320-3089,6601 Park Ave,Topeka,KS,Kansas,61028,Restaurant,B,126300,Lightspeed,60,False,False,25,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Topeka,Midwest",2026-05-07T20:52:47.452223
KS-88263,Wichita Bar House,Christopher Lopez,Operations Manager,info@wichitabarhouse.com,(316) 252-8932,8254 Elm St,Wichita,KS,Kansas,19227,Bar,A,397100,Aloha,80,True,False,17,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452235
KS-48883,Overland Park Silver Kitchen,Robert Rodriguez,Manager,info@overlandparksilverki.com,(316) 465-1624,1851 Lake St,Overland Park,KS,Kansas,88811,Kitchen,B,197200,Lightspeed,60,False,True,30,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Overland Park,Midwest",2026-05-07T20:52:47.452252
KS-48022,Topeka Kitchen,John Jones,General Manager,info@topekakitchen.com,(913) 587-6266,7074 Elm St,Topeka,KS,Kansas,46610,Bar,B,126300,Square,85,True,True,7,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Topeka,Midwest",2026-05-07T20:52:47.452263
KS-87880,West Wichita Bistro,Charles Smith,Manager,info@westwichitabistro.com,(913) 624-8494,5856 Oak St,Wichita,KS,Kansas,81337,Bistro,A,397100,Lightspeed,60,True,False,19,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452275
KS-86923,West Kansas City Diner,Sarah Williams,General Manager,info@westkansascitydiner.com,(913) 283-8381,5377 Pine St,Kansas City,KS,Kansas,26367,Diner,B,156600,Unknown,40,True,True,33,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452289
KS-66575,Downtown Grill,Charles Jackson,Operations Manager,info@downtowngrill.com,(913) 859-2357,3522 Market St,Wichita,KS,Kansas,86768,Grill,A,397100,Revel,70,True,True,5,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452300
KS-88725,Uptown Restaurant,Patricia Garcia,Manager,info@uptownrestaurant.com,(785) 827-9144,2405 River Rd,Wichita,KS,Kansas,25176,Restaurant,A,397100,TouchBistro,65,True,False,10,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452312
KS-52980,Uptown Bar,Thomas Lee,Operations Manager,info@uptownbar.com,(913) 495-3129,9440 Pine St,Kansas City,KS,Kansas,62475,Bar,B,156600,Unknown,40,False,False,11,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Kansas City,Midwest",2026-05-07T20:52:47.452324
KS-35180,Bar & Grill,Charles Smith,Manager,info@barandgrill.com,(620) 270-8494,8431 Main St,Wichita,KS,Kansas,77676,Bar,A,397100,Square,85,True,False,31,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452336
KS-58392,Silver Diner on Main,Mary Smith,Operations Manager,info@silverdineronmain.com,(316) 301-4523,3168 Market St,Wichita,KS,Kansas,59471,Diner,A,397100,Square,85,True,True,12,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452351
KS-83021,Grill of Wichita,Jessica Davis,General Manager,info@grillofwichita.com,(785) 376-3823,5936 Washington St,Wichita,KS,Kansas,95120,Grill,A,397100,Revel,70,False,True,15,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Wichita,Midwest",2026-05-07T20:52:47.452366
KS-19076,Uptown Kitchen,Sarah Moore,General Manager,info@uptownkitchen.com,(620) 453-7325,6412 Pine St,Shawnee,KS,Kansas,51019,Kitchen,C,49900,TouchBistro,65,True,False,10,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452379
KS-56650,Bar Co.,James Garcia,General Manager,info@barco..com,(316) 811-2351,3986 Pine St,Shawnee,KS,Kansas,55181,Bar,C,56717,Lightspeed,60,True,True,9,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452391
KS-70759,The Corner Bistro,Richard Taylor,Owner,info@thecornerbistro.com,(913) 409-4594,5686 Chestnut St,Shawnee,KS,Kansas,70356,Bistro,C,32595,TouchBistro,65,True,False,21,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452420
KS-31710,Green Cafe on Main,Linda Lee,Manager,info@greencafeonmain.com,(785) 746-8685,1924 Park Ave,Lawrence,KS,Kansas,61140,Cafe,C,53357,Aloha,80,True,True,4,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452432
KS-74578,The Family Kitchen,Thomas Jones,Manager,info@thefamilykitchen.com,(913) 673-9001,8136 Washington St,Lawrence,KS,Kansas,30965,Kitchen,C,79185,Square,85,False,True,9,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452448
KS-54230,Thompson's Cafe,Karen Thompson,General Manager,info@thompsonscafe.com,(620) 655-2037,7620 River Rd,Olathe,KS,Kansas,35178,Cafe,C,41503,Cake POS,75,True,True,26,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452463
KS-59190,Bar of Olathe,Jessica Miller,General Manager,info@barofolathe.com,(913) 350-8626,3078 Broadway,Olathe,KS,Kansas,23166,Bar,C,43208,Lightspeed,60,True,True,27,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452476
KS-44485,Kitchen & Grill,Jennifer Martinez,General Manager,info@kitchenandgrill.com,(620) 823-8824,9548 Pine St,Olathe,KS,Kansas,76696,Kitchen,C,33314,Unknown,40,True,True,12,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452492
KS-60584,Lawrence Eatery,Charles Anderson,Manager,info@lawrenceeatery.com,(913) 949-5433,6162 Park Ave,Lawrence,KS,Kansas,67989,Restaurant,C,44555,Lightspeed,60,True,True,2,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452503
KS-99606,Tavern & Grill,Richard Anderson,Owner,info@tavernandgrill.com,(316) 354-1740,1787 Lake St,Shawnee,KS,Kansas,94516,Tavern,C,76675,Toast,60,True,True,5,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452519
KS-77665,Lawrence Eatery,Michael Taylor,Operations Manager,info@lawrenceeatery.com,(316) 400-3567,7280 River Rd,Lawrence,KS,Kansas,99406,Tavern,C,78651,Cake POS,75,True,True,26,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452530
KS-55874,Downtown Bistro,Christopher Rodriguez,Manager,info@downtownbistro.com,(620) 879-8228,2551 Elm St,Lawrence,KS,Kansas,65099,Bistro,C,70245,Clover,75,True,True,15,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452542
KS-17987,Uptown Bar,William Lee,Owner,info@uptownbar.com,(913) 246-5537,264 Park Ave,Lawrence,KS,Kansas,49217,Bar,C,53032,ShopKeep,70,True,False,12,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452554
KS-90391,Lawrence Bar House,Jessica Wilson,Owner,info@lawrencebarhouse.com,(316) 558-9734,7866 Main St,Lawrence,KS,Kansas,90645,Bar,C,66325,Unknown,40,True,True,2,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452567
KS-39424,Lawrence Pub,Christopher Thompson,Owner,info@lawrencepub.com,(620) 520-7656,8849 Chestnut St,Lawrence,KS,Kansas,43387,Restaurant,C,63737,Micros,75,True,False,32,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452581
KS-31668,Eatery & Grill,Mary Anderson,Manager,info@eateryandgrill.com,(913) 855-4328,2662 Lake St,Lawrence,KS,Kansas,99876,Eatery,C,48085,Toast,60,True,True,16,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452596
KS-73805,Olathe Royal Restaurant,Mary Anderson,Owner,info@olatheroyalrestauran.com,(620) 480-9826,9163 Washington St,Olathe,KS,Kansas,78935,Restaurant,C,35758,Lightspeed,60,True,True,17,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452608
KS-88576,Jones's Bistro,Charles Jones,Manager,info@jonessbistro.com,(316) 770-5570,5271 Pine St,Shawnee,KS,Kansas,56735,Bistro,C,40422,Unknown,40,True,True,30,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452620
KS-60649,Bar of Shawnee,Joseph Jackson,Manager,info@barofshawnee.com,(785) 314-1838,4329 Elm St,Shawnee,KS,Kansas,56948,Bar,C,61869,Unknown,40,True,True,24,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452632
KS-65625,Restaurant Co.,Michael Moore,Manager,info@restaurantco..com,(316) 381-5301,9207 Broadway,Olathe,KS,Kansas,56331,Restaurant,C,49366,Square,85,False,True,5,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452648
KS-74761,Bistro of Olathe,Charles Jackson,General Manager,info@bistroofolathe.com,(913) 434-3494,7589 Chestnut St,Olathe,KS,Kansas,79753,Bistro,C,29348,Revel,70,False,True,7,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452659
KS-69702,The Blue Tavern,Thomas Hernandez,General Manager,info@thebluetavern.com,(913) 673-2998,5757 Oak St,Shawnee,KS,Kansas,61049,Tavern,C,43770,Revel,70,True,True,27,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452671
KS-68219,Shawnee Grill,Joseph Anderson,Operations Manager,info@shawneegrill.com,(620) 563-5664,3125 Pine St,Shawnee,KS,Kansas,57129,Grill,C,36786,Square,85,False,True,8,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452683
KS-55479,Restaurant Co.,Patricia Brown,Manager,info@restaurantco..com,(620) 445-1645,7647 Washington St,Olathe,KS,Kansas,38956,Restaurant,C,33537,TouchBistro,65,True,True,32,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452699
KS-84795,Shawnee Red Tavern,Richard Miller,General Manager,info@shawneeredtavern.com,(316) 973-6910,6582 Market St,Shawnee,KS,Kansas,24255,Tavern,C,59425,Lightspeed,60,True,False,18,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452712
KS-23292,Kitchen & Grill,Jessica Davis,Operations Manager,info@kitchenandgrill.com,(620) 450-1331,9002 Park Ave,Shawnee,KS,Kansas,95332,Kitchen,C,57068,TouchBistro,65,True,True,5,3M-5M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452730
KS-11085,Olathe Pub,Thomas Johnson,Owner,info@olathepub.com,(785) 499-9172,719 Chestnut St,Olathe,KS,Kansas,94875,Diner,C,50423,ShopKeep,70,True,True,25,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Olathe,Midwest",2026-05-07T20:52:47.452742
KS-12796,Uptown Restaurant,Patricia Wilson,Owner,info@uptownrestaurant.com,(620) 793-1232,3555 Maple Ave,Lawrence,KS,Kansas,23854,Restaurant,C,34859,TouchBistro,65,True,True,5,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452757
KS-24651,Eatery of Lawrence,James Thompson,General Manager,info@eateryoflawrence.com,(620) 762-1716,5616 Market St,Lawrence,KS,Kansas,32631,Eatery,C,72254,Revel,70,True,True,24,<500K,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452769
KS-96857,Lawrence Grill House,Joseph Miller,Manager,info@lawrencegrillhouse.com,(316) 255-8150,3722 River Rd,Lawrence,KS,Kansas,60161,Grill,C,31624,Square,85,True,True,19,1M-3M,MIDWEST_KS_Scraper,"Restaurant,KS,Lawrence,Midwest",2026-05-07T20:52:47.452781
KS-15402,Shawnee Bar,Robert Rodriguez,Manager,info@shawneebar.com,(316) 272-9470,4451 Oak St,Shawnee,KS,Kansas,44008,Bar,C,26186,Lightspeed,60,True,True,26,>5M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452798
KS-92274,Shawnee Green Diner,Karen Thompson,General Manager,info@shawneegreendiner.com,(785) 256-8321,4974 Main St,Shawnee,KS,Kansas,23540,Diner,C,31867,Revel,70,True,False,2,500K-1M,MIDWEST_KS_Scraper,"Restaurant,KS,Shawnee,Midwest",2026-05-07T20:52:47.452810
