id,company_name,contact_name,title,email,phone,address,city,state,state_name,zip,business_type,priority,metro_pop,pos_system,replacement_score,has_website,has_social,years_in_business,estimated_volume,source,tags,scraped_at
NE-49667,Lincoln Eatery House,Thomas Hernandez,Owner,info@lincolneateryhouse.com,(308) 382-6270,7860 Market St,Lincoln,NE,Nebraska,72073,Eatery,B,293400,Unknown,40,True,True,3,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Lincoln,Midwest",2026-05-07T20:52:46.802293
NE-46047,Uptown Restaurant,Joseph Davis,Manager,info@uptownrestaurant.com,(531) 439-6158,9245 Lake St,Grand Island,NE,Nebraska,12059,Restaurant,C,77000,Cake POS,75,True,True,20,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Grand Island,Midwest",2026-05-07T20:52:46.802300
NE-84903,Omaha Pub,Christopher Rodriguez,Manager,info@omahapub.com,(402) 979-1335,4183 River Rd,Omaha,NE,Nebraska,35502,Grill,A,486700,Clover,75,False,False,9,1M-3M,MIDWEST_NE_Scraper,"Restaurant,NE,Omaha,Midwest",2026-05-07T20:52:46.802311
NE-81783,Jones's Tavern,Joseph Jones,Owner,info@jonesstavern.com,(402) 512-1464,8382 Market St,Lincoln,NE,Nebraska,77094,Tavern,B,293400,Unknown,40,True,True,34,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Lincoln,Midwest",2026-05-07T20:52:46.802321
NE-13334,West Lincoln Cafe,Patricia Smith,Owner,info@westlincolncafe.com,(402) 451-5860,4281 Oak St,Lincoln,NE,Nebraska,54530,Cafe,B,293400,TouchBistro,65,True,True,20,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Lincoln,Midwest",2026-05-07T20:52:46.802329
NE-73709,Jackson's Tavern,Mary Jackson,Manager,info@jacksonstavern.com,(308) 379-9138,1693 Elm St,Grand Island,NE,Nebraska,48867,Tavern,C,77000,Lightspeed,60,True,True,30,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Grand Island,Midwest",2026-05-07T20:52:46.802336
NE-25613,Omaha Bistro,Joseph Anderson,Manager,info@omahabistro.com,(308) 383-8320,7272 Maple Ave,Omaha,NE,Nebraska,35151,Bar,A,486700,Square,85,True,True,14,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Omaha,Midwest",2026-05-07T20:52:46.802344
NE-15312,Lincoln Royal Cafe,Robert Anderson,Manager,info@lincolnroyalcafe.com,(402) 530-6196,1719 Main St,Lincoln,NE,Nebraska,28982,Cafe,B,293400,Square,85,True,False,12,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Lincoln,Midwest",2026-05-07T20:52:46.802358
NE-89265,Brown's Pub,Charles Brown,Owner,info@brownspub.com,(308) 319-8460,1444 Oak St,Grand Island,NE,Nebraska,83098,Pub,C,77000,Micros,75,True,True,4,3M-5M,MIDWEST_NE_Scraper,"Restaurant,NE,Grand Island,Midwest",2026-05-07T20:52:46.802366
NE-76905,Omaha Pub,Thomas Davis,Operations Manager,info@omahapub.com,(402) 263-7609,5961 Chestnut St,Omaha,NE,Nebraska,45496,Tavern,A,486700,Revel,70,True,True,19,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Omaha,Midwest",2026-05-07T20:52:46.802373
NE-98506,West Kearney Cafe,Sarah Hernandez,Owner,info@westkearneycafe.com,(531) 648-6061,6868 Pine St,Kearney,NE,Nebraska,19237,Cafe,C,34000,Lightspeed,60,True,True,8,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Kearney,Midwest",2026-05-07T20:52:46.802384
NE-77765,Pub & Grill,Elizabeth White,General Manager,info@pubandgrill.com,(531) 976-8720,8014 River Rd,Omaha,NE,Nebraska,70797,Pub,A,486700,Lightspeed,60,True,True,22,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Omaha,Midwest",2026-05-07T20:52:46.802391
NE-54403,Kearney Pub,Sarah Williams,Operations Manager,info@kearneypub.com,(402) 490-1273,5103 Chestnut St,Kearney,NE,Nebraska,64262,Pub,C,34000,Lightspeed,60,True,True,14,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Kearney,Midwest",2026-05-07T20:52:46.802398
NE-84958,The Urban Diner,Richard Davis,Manager,info@theurbandiner.com,(402) 680-4859,2185 Chestnut St,Grand Island,NE,Nebraska,94061,Diner,C,77000,Unknown,40,True,True,35,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Grand Island,Midwest",2026-05-07T20:52:46.802425
NE-42288,The Red Diner,Mary Johnson,General Manager,info@thereddiner.com,(308) 553-8543,5950 Pine St,Omaha,NE,Nebraska,92719,Diner,A,486700,Unknown,40,True,False,12,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Omaha,Midwest",2026-05-07T20:52:46.802432
NE-55624,Kearney Eatery,Patricia Davis,Manager,info@kearneyeatery.com,(531) 489-4918,8611 River Rd,Kearney,NE,Nebraska,19774,Eatery,C,34000,Aloha,80,True,True,28,3M-5M,MIDWEST_NE_Scraper,"Restaurant,NE,Kearney,Midwest",2026-05-07T20:52:46.802440
NE-28032,Restaurant of Grand Island,Robert Moore,Owner,info@restaurantofgrandisl.com,(402) 336-9336,2876 Elm St,Grand Island,NE,Nebraska,61025,Restaurant,C,77000,ShopKeep,70,True,False,24,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Grand Island,Midwest",2026-05-07T20:52:46.802448
NE-58049,West Grand Island Kitchen,Jennifer Thompson,General Manager,info@westgrandislandkitch.com,(402) 230-4850,4109 Lake St,Grand Island,NE,Nebraska,59115,Kitchen,C,77000,Aloha,80,True,True,14,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Grand Island,Midwest",2026-05-07T20:52:46.802459
NE-33408,Bar Co.,James Anderson,Owner,info@barco..com,(402) 361-7623,6109 Broadway,Fremont,NE,Nebraska,32601,Bar,C,45725,Aloha,80,True,True,12,1M-3M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802470
NE-51065,Downtown Kitchen,Charles Jackson,Owner,info@downtownkitchen.com,(402) 895-4933,4998 Washington St,Hastings,NE,Nebraska,59717,Kitchen,C,74635,Unknown,40,True,False,6,3M-5M,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802482
NE-32313,Downtown Bistro,Barbara Davis,Operations Manager,info@downtownbistro.com,(402) 331-9438,6547 Market St,Fremont,NE,Nebraska,42883,Bistro,C,54960,Square,85,True,True,4,1M-3M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802491
NE-91429,Red Bistro on Main,Joseph White,Operations Manager,info@redbistroonmain.com,(531) 345-9573,1112 Elm St,Hastings,NE,Nebraska,61312,Bistro,C,31476,Micros,75,True,True,14,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802499
NE-31985,Kitchen & Grill,Barbara Smith,Manager,info@kitchenandgrill.com,(308) 313-4806,745 Market St,Fremont,NE,Nebraska,33133,Kitchen,C,53033,Micros,75,True,True,32,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802507
NE-44357,The Blue Tavern,Charles Jackson,Owner,info@thebluetavern.com,(308) 584-8944,6845 Lake St,Hastings,NE,Nebraska,87102,Tavern,C,39080,Clover,75,True,True,23,1M-3M,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802518
NE-29845,Hastings Bistro,Michael Rodriguez,Manager,info@hastingsbistro.com,(308) 953-8165,8284 Oak St,Hastings,NE,Nebraska,28401,Cafe,C,35120,Aloha,80,True,True,16,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802526
NE-53935,Downtown Bistro,Robert Smith,Manager,info@downtownbistro.com,(308) 893-1450,7067 Lake St,Bellevue,NE,Nebraska,67082,Bistro,C,50783,Toast,60,True,True,5,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Bellevue,Midwest",2026-05-07T20:52:46.802534
NE-73717,Martin's Grill,Richard Martin,Manager,info@martinsgrill.com,(402) 268-5920,2991 Pine St,Bellevue,NE,Nebraska,22622,Grill,C,31149,Unknown,40,True,False,22,1M-3M,MIDWEST_NE_Scraper,"Restaurant,NE,Bellevue,Midwest",2026-05-07T20:52:46.802541
NE-47438,Fremont Bistro,Linda Moore,General Manager,info@fremontbistro.com,(531) 689-2876,5165 Maple Ave,Fremont,NE,Nebraska,29073,Bar,C,54307,ShopKeep,70,True,True,10,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802553
NE-77047,Bellevue Pub,John Miller,General Manager,info@bellevuepub.com,(402) 270-6327,840 Market St,Bellevue,NE,Nebraska,37565,Cafe,C,72303,ShopKeep,70,True,False,10,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Bellevue,Midwest",2026-05-07T20:52:46.802561
NE-14596,The Rustic Cafe,Patricia Smith,Manager,info@therusticcafe.com,(531) 252-4217,2399 Pine St,Fremont,NE,Nebraska,13008,Cafe,C,59373,Cake POS,75,True,True,2,3M-5M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802572
NE-54782,Fresh Tavern on Main,Sarah Williams,General Manager,info@freshtavernonmain.com,(308) 451-1087,7723 Market St,Fremont,NE,Nebraska,27636,Tavern,C,29684,Unknown,40,True,True,35,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802580
NE-30193,Eatery & Grill,Thomas Davis,General Manager,info@eateryandgrill.com,(402) 230-9652,6247 River Rd,Fremont,NE,Nebraska,18520,Eatery,C,49168,Cake POS,75,True,True,16,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802588
NE-20236,Cafe of Fremont,Sarah Hernandez,Operations Manager,info@cafeoffremont.com,(402) 924-6341,8930 Pine St,Fremont,NE,Nebraska,98334,Cafe,C,70320,Lightspeed,60,True,True,20,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802596
NE-19553,Cafe of Bellevue,Joseph Hernandez,General Manager,info@cafeofbellevue.com,(402) 536-8740,867 Washington St,Bellevue,NE,Nebraska,84669,Cafe,C,72848,Aloha,80,True,True,11,3M-5M,MIDWEST_NE_Scraper,"Restaurant,NE,Bellevue,Midwest",2026-05-07T20:52:46.802604
NE-57357,Kitchen of Hastings,Jennifer Davis,General Manager,info@kitchenofhastings.com,(308) 301-1031,2644 Washington St,Hastings,NE,Nebraska,12162,Kitchen,C,72881,Cake POS,75,True,True,34,<500K,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802615
NE-37900,Bellevue Artisan Tavern,Christopher Davis,Manager,info@bellevueartisantaver.com,(308) 965-4499,935 Market St,Bellevue,NE,Nebraska,95106,Tavern,C,26426,ShopKeep,70,True,True,14,3M-5M,MIDWEST_NE_Scraper,"Restaurant,NE,Bellevue,Midwest",2026-05-07T20:52:46.802626
NE-54108,Tavern of Hastings,Patricia Garcia,Manager,info@tavernofhastings.com,(531) 804-5812,7754 Elm St,Hastings,NE,Nebraska,44229,Tavern,C,50557,Unknown,40,True,False,34,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802633
NE-39877,West Hastings Cafe,Linda Rodriguez,Owner,info@westhastingscafe.com,(402) 860-1724,1248 Park Ave,Hastings,NE,Nebraska,63745,Cafe,C,64175,Clover,75,True,True,29,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802641
NE-14536,Fremont Pub,William Hernandez,Owner,info@fremontpub.com,(308) 956-4457,6431 Pine St,Fremont,NE,Nebraska,77349,Diner,C,58500,Clover,75,True,True,22,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802649
NE-57087,The Fresh Bar,Susan Anderson,Manager,info@thefreshbar.com,(308) 500-1970,1454 Pine St,Fremont,NE,Nebraska,80798,Bar,C,74430,Toast,60,True,False,27,500K-1M,MIDWEST_NE_Scraper,"Restaurant,NE,Fremont,Midwest",2026-05-07T20:52:46.802663
NE-29147,White's Diner,Charles White,General Manager,info@whitesdiner.com,(531) 836-5023,795 Lake St,Hastings,NE,Nebraska,41114,Diner,C,37004,Micros,75,True,True,18,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Hastings,Midwest",2026-05-07T20:52:46.802671
NE-26908,Bellevue Eatery,Joseph Lopez,General Manager,info@bellevueeatery.com,(531) 525-9774,6563 Maple Ave,Bellevue,NE,Nebraska,47478,Restaurant,C,61833,Clover,75,True,False,23,>5M,MIDWEST_NE_Scraper,"Restaurant,NE,Bellevue,Midwest",2026-05-07T20:52:46.802679
